0~1
https://www.cnnbrasil.com.br/nacional/sul/sc/prefeito-e-preso-em-operacao-contra-lavagem-de-dinheiro-em-cidades-de-sc/~Prefeito é preso em operação contra lavagem de dinheiro em cidades de SC
https://www.cnnbrasil.com.br/blogs/elijonasmaia/nacional/sul/sc/pf-mira-faccao-que-envia-cocaina-por-portos-de-sc-e-lucrou-r-646-milhoes/~PF mira facção que envia cocaína por portos de SC e lucrou R$ 646 milhões
https://www.cnnbrasil.com.br/nacional/brasil/operacao-mira-comunicacao-do-crime-organizado-em-presidios-em-15-estados/~Operação mira comunicação do crime organizado em presídios em 15 estados
https://www.cnnbrasil.com.br/internacional/entenda-o-que-esta-por-tras-dos-protestos-na-bolivia/~Entenda o que está por trás dos protestos na Bolívia
https://www.cnnbrasil.com.br/economia/macroeconomia/pacote-de-bondades-de-lula-injeta-r-227-bi-na-economia-em-ano-eleitoral/~"""Pacote de bondades"" de Lula injeta R$ 227 bi na economia em ano eleitoral"
https://www.cnnbrasil.com.br/nacional/sudeste/sp/justica-torna-saul-klein-reu-por-exploracao-sexual-e-trafico-de-pessoa/~Justiça torna Saul Klein réu por exploração sexual e tráfico de pessoa
https://www.cnnbrasil.com.br/internacional/rubio-diz-que-eua-querem-transicao-na-venezuela-mas-sem-pressa/~"Rubio diz que EUA querem transição na Venezuela, ""mas sem pressa"""
https://www.cnnbrasil.com.br/nacional/sudeste/mg/operacao-mira-esquema-de-furto-e-roubo-de-veiculos-em-minas-gerais/~Operação mira esquema de furto e roubo de veículos em Minas Gerais
https://www.cnnbrasil.com.br/internacional/america-latina-faz-parte-da-disputa-geopolitica-entre-eua-e-china-entenda/~América Latina faz parte da disputa geopolítica entre EUA e China; entenda
https://www.cnnbrasil.com.br/internacional/senador-das-filipinas-foge-de-agentes-para-evitar-mandado-de-prisao-do-tpi/~Senador das Filipinas foge de agentes para evitar mandado de prisão do TPI
https://www.cnnbrasil.com.br/nacional/brasil/pf-alcanca-pcc-e-cv-em-8-estados-em-megaoperacao-veja-lista-de-faccoes/~PF alcança PCC e CV em 8 estados em megaoperação; veja lista de facções
https://www.cnnbrasil.com.br/internacional/cia-intensifica-guerra-secreta-contra-carteis-com-operacoes-mexico/~CIA intensifica guerra secreta contra cartéis com operações no México
https://www.cnnbrasil.com.br/nacional/brasil/pf-prende-81-alvos-em-operacao-nacional-contra-faccoes-criminosas/~PF prende 82 alvos em operação nacional contra facções criminosas
https://www.cnnbrasil.com.br/esportes/basquete/nba-morte-de-clarke-sera-investigada-como-possivel-overdose-diz-site/~NBA: Morte de Clarke será investigada como possível overdose, diz site
https://www.cnnbrasil.com.br/nacional/sudeste/sp/policiais-civis-extorquiram-homem-suspeito-pelo-sequestro-da-mae-de-robinho/~Policiais civis extorquiram homem suspeito pelo sequestro da mãe de Robinho
https://www.cnnbrasil.com.br/blogs/elijonasmaia/nacional/brasil/operacao-em-16-estados-cumpre-236-mandados-contra-faccoes/~Operação em 16 estados cumpre 236 mandados contra facções
https://www.cnnbrasil.com.br/nacional/sudeste/sp/caminhao-com-685-kg-de-maconha-e-carga-de-alho-e-apreendido-em-sao-paulo/~Caminhão com 685 kg de maconha e carga de alho é apreendido em São Paulo
https://www.cnnbrasil.com.br/nacional/brasil/crime-organizado-alcanca-41-dos-brasileiros-em-seus-bairros-diz-datafolha/~Crime organizado alcança 41% dos brasileiros em seus bairros, diz Datafolha
https://www.cnnbrasil.com.br/nacional/sudeste/sp/cinco-sao-presos-em-operacao-contra-roubos-e-furtos-de-celulares-em-sp/~Cinco são presos em operação contra roubos e furtos de celulares em SP
https://www.cnnbrasil.com.br/internacional/eua-dizem-que-ataque-a-embarcacao-no-pacifico-oriental-matou-duas-pessoas/~EUA dizem que ataque a embarcação no Pacífico Oriental matou duas pessoas
https://www.cnnbrasil.com.br/agro/fraude-de-r-6-milhoes-em-cerealista-da-3tentos-resulta-em-12-prisoes/~Fraude de R$ 6 milhões em cerealista da 3tentos resulta em 12 prisões
https://www.cnnbrasil.com.br/nacional/centro-oeste/go/lider-de-faccao-do-rio-de-janeiro-e-preso-em-operacao-em-goias/~Líder de facção do Rio de Janeiro é preso em operação em Goiás
https://www.cnnbrasil.com.br/nacional/centro-oeste/go/grupo-que-enviou-quase-500-brasileiros-ao-eua-ilegalmente-e-alvo-da-pf/~Grupo que enviou quase 500 brasileiros ao EUA ilegalmente é alvo da PF
https://www.cnnbrasil.com.br/nacional/sudeste/sp/presidente-afastado-da-upbus-suspeita-de-elo-com-pcc-e-preso-em-sp/~Presidente afastado da UPBus, suspeita de elo com PCC, é preso em SP
https://www.cnnbrasil.com.br/internacional/materiais-sobre-conflito-no-oriente-medio-e-governo-trump-ganham-pulitzer/~Materiais sobre conflito no Oriente Médio e governo Trump ganham Pulitzer
https://www.cnnbrasil.com.br/entretenimento/pulitzer-2026-veja-lista-de-vencedores-do-premio-de-jornalismo/~Pulitzer 2026: veja lista de vencedores do prêmio de jornalismo
https://www.cnnbrasil.com.br/tecnologia/governo-cita-novela-das-frutas-ao-subir-classificacao-do-youtube-entenda/~"Governo cita ""novela das frutas"" ao subir classificação do YouTube; entenda"
https://www.cnnbrasil.com.br/internacional/equador-inicia-hoje-novo-toque-de-recolher-para-combater-criminalidade/~Equador inicia hoje novo toque de recolher para combater criminalidade
https://www.cnnbrasil.com.br/internacional/batman-mexicano-chefe-de-seguranca-do-mexico-vira-simbolo-contra-carteis/~"""Batman mexicano"": Chefe de segurança do México vira símbolo contra cartéis"
https://www.cnnbrasil.com.br/internacional/governador-mexicano-renuncia-em-meio-a-denuncia-dos-eua-de-narcotrafico/~Governador mexicano se afasta após denúncia dos EUA de narcotráfico
https://www.cnnbrasil.com.br/nacional/sudeste/rj/mprj-denuncia-marcinho-vp-oruam-e-sua-mae-marcia-por-lavagem-de-dinheiro/~MPRJ denuncia Marcinho VP, Oruam e sua mãe, Marcia, por lavagem de dinheiro
https://www.cnnbrasil.com.br/nacional/sudeste/sp/operacao-quebra-vidros-prende-mais-de-30-pessoas-e-apreende-6kg-de-drogas/~"Operação ""quebra-vidros"" prende mais de 30 pessoas e apreende 6kg de drogas"
https://www.cnnbrasil.com.br/nacional/sudeste/mg/operacao-em-mg-mira-cacs-suspeitos-de-vender-armas-para-faccoes-no-rj/~Operação em MG mira CACs suspeitos de vender armas para facções no RJ
https://www.cnnbrasil.com.br/internacional/ex-presidente-da-russia-questiona-capacidade-dos-eua-de-mediar-guerra/~Ex-presidente da Rússia questiona capacidade dos EUA de mediar guerra
https://www.cnnbrasil.com.br/nacional/sudeste/sp/pm-faz-megaoperacao-contra-trafico-e-quebra-vidros-em-sao-paulo/~"PM faz megaoperação contra tráfico e ""quebra-vidros"" em São Paulo"
https://www.cnnbrasil.com.br/internacional/libia-diz-que-imigrantes-morreram-apos-barco-quebrar-no-mar-mediterraneo/~Líbia diz que 17 imigrantes morreram após barco quebrar no Mar Mediterrâneo
https://www.cnnbrasil.com.br/nacional/nordeste/ba/comando-vermelho-na-bahia-17-sao-presos-em-regiao-de-destinos-turisticos/~Comando Vermelho na Bahia: 17 são presos em região de destinos turísticos
