0~1
https://dol.com.br/noticias/para/941906/segup-apreende-drogas-escondidas-em-embarcacao-no-rio-amazonas~Segup apreende drogas escondidas em embarcação no rio Amazonas
https://dol.com.br/noticias/cursos--empregos/941885/ufpa-publica-edital-com-mais-de-17-mil-vagas-em-processos-seletivos~UFPA publica edital com mais de 1,7 mil vagas em processos seletivos
https://dol.com.br/esporte/mundo/941504/brandon-clarke-jogador-do-memphis-grizzlies-morre-aos-29-anos~Brandon Clarke, pivô do Memphis Grizzlies, morre aos 29 anos
https://dol.com.br/entretenimento/fama/941375/justica-do-rio-de-janeiro-inicia-julgamento-do-rapper-oruam-nesta-segunda-11~Justiça do Rio de Janeiro inicia julgamento do rapper Oruam nesta segunda (11)
https://dol.com.br/noticias/brasil/941243/pf-deflagra-operacao-para-investigar-esquema-de-imigracao-ilegal-para-os-eua~PF deflagra operação para investigar esquema de imigração ilegal para os EUA
https://dol.com.br/noticias/policia/941195/quadrilha-e-presa-ao-tentar-roubar-aviao-em-itaituba~Quadrilha é presa ao tentar roubar avião em Itaituba
https://dol.com.br/noticias/policia/941084/suspeito-troca-tiros-com-a-policia-durante-operacao-no-para~Suspeito troca tiros com a polícia durante operação no Pará
https://dol.com.br/noticias/policia/940882/homem-e-executado-no-meio-da-rua-no-interior-do-para~Homem é executado no meio da rua no interior do Pará
https://dol.com.br/noticias/para/940781/professora-de-maraba-comeca-a-cumprir-14-anos-de-prisao-por-atos-golpistas~Professora de Marabá começa a cumprir 14 anos de prisão por atos golpistas
https://dol.com.br/entretenimento/fama/940608/ministerio-publico-denuncia-marcinho-vp-a-esposa-e-o-filho-oruam~Ministério Público denuncia Marcinho VP, a esposa e o filho Oruam
https://dol.com.br/noticias/para/940488/fim-de-linha-realiza-mais-de-50-prisoes-em-menos-de-24-horas-no-para~"""Fim de linha"" realiza mais de 50 prisões em menos de 24 horas no Pará"
https://dol.com.br/noticias/para/940141/skunk-vindo-de-manaus-e-apreendido-por-base-fluvial-no-para~Skunk vindo de Manaus é apreendido por Base Fluvial no Pará
https://dol.com.br/noticias/brasil/940105/rota-dos-milagres-o-que-se-sabe-sobre-os-21-desaparecimentos-em-alagoas~Rota dos Milagres: o que se sabe sobre os 21 desaparecimentos em Alagoas
https://dol.com.br/noticias/brasil/939932/justica-decreta-prisao-de-mc-ryan-mc-poze-e-dono-da-choquei~Justiça decreta prisão de MC Ryan, MC Poze e dono da Choquei
https://dol.com.br/noticias/policia/939885/emboscada-em-casa-abandonada-deixa-irmaos-mortos-em-igarape-miri~Emboscada em casa abandonada deixa irmãos mortos em Igarapé-Miri
https://dol.com.br/noticias/para/939644/mais-de-700-kg-de-maconha-skunk-e-cocaina-sao-incinerados-em-santarem~Mais de 700 kg de maconha, skunk e cocaína são incinerados em Santarém
https://dol.com.br/noticias/policia/939406/jovem-e-encontrada-morta-em-area-de-mata-em-ananindeua~Jovem é encontrada morta em área de mata em Ananindeua
https://dol.com.br/noticias/para/939016/delegado-detalha-perfis-dos-suspeitos-de-envolvimento-no-caso-arthur-jose~Delegado detalha perfis dos suspeitos de envolvimento no caso Arthur José  
https://dol.com.br/noticias/para/938972/caso-arthur-dois-suspeitos-de-participacao-no-desaparecimento-sao-presos~Caso Arthur: dois suspeitos de participação no desaparecimento são presos
https://dol.com.br/noticias/para/938891/troca-de-tiros-em-perseguicao-policial-termina-com-suspeitos-presos-no-guama~Troca de tiros em perseguição policial termina com suspeitos presos no Guamá
